request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_171,0.0,not_affordable,not_recommended,none,,none,"Balance: EUR 810.65 (min required: EUR 500.00; headroom: EUR 310.65). Committed outflows next 30 days: EUR 581.89. Expected income next 30 days: EUR 693.00. Decision: Not affordable. Safe to pay only EUR 0.00 today, and the full EUR 1,878.80 does not become safe within the 90-day horizon."
request_172,2790.85,not_affordable,not_recommended,none,,none,"Balance: ZAR 50,942.40 (min required: ZAR 27,200.00; headroom: ZAR 23,742.40). Committed outflows next 30 days: ZAR 34,776.37. Expected income next 30 days: ZAR 33,059.06. Decision: Not affordable. Safe to pay only ZAR 2,790.85 today, and the full ZAR 10,200.00 does not become safe within the 90-day horizon."
request_173,0.0,not_affordable,not_recommended,none,,none,"Balance: INR 162,290.53 (min required: INR 79,100.00; headroom: INR 83,190.53). Committed outflows next 30 days: INR 126,400.64. Expected income next 30 days: INR 1,284.00. Salary temporarily reduced to INR 1,284.00/month per employer message. Next salary expected on 2025-11-15. Decision: Not affordable. Safe to pay only INR 0.00 today, and the full INR 113,000.00 does not become safe within the 90-day horizon."
request_174,1146.2,affordable_with_plan,installments,2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35,2026-04-04,none,"Balance: EUR 3,266.04 (min required: EUR 700.00; headroom: EUR 2,566.04). Committed outflows next 30 days: EUR 647.34. Expected income next 30 days: EUR 880.00. Decision: Full payment is not safe today (safe amount: EUR 1,146.20). Installment plan: 2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35."
request_175,2320.7,affordable_with_plan,full_payment,2024-09-06:2346.30,2024-09-15,reduce_to:event_16047:21.50|reduce_to:event_16045:7.90,"Balance: EUR 4,760.25 (min required: EUR 1,700.00; headroom: EUR 3,060.25). Committed outflows next 30 days: EUR 1,767.88. Expected income next 30 days: EUR 1,905.56. Salary temporarily reduced to EUR 1,924.56/month per employer message. Decision: Affordable with plan. Payment plan: 2024-09-06:2346.30. Spending changes required to cover shortfall (saves EUR 25.60/month)."
request_176,284.88,not_affordable,not_recommended,none,,none,"Balance: EUR 1,286.95 (min required: EUR 600.00; headroom: EUR 686.95). Committed outflows next 30 days: EUR 887.29. Expected income next 30 days: EUR 1,656.08. Salary temporarily reduced to EUR 847.00/month per employer message. Decision: Not affordable. Safe to pay only EUR 284.88 today, and the full EUR 1,239.70 does not become safe within the 90-day horizon."
request_177,1017.6,affordable_now,full_payment,2026-01-05:1017.60,2026-01-05,none,"Balance: USD 2,987.24 (min required: USD 1,300.00; headroom: USD 1,687.24). Committed outflows next 30 days: USD 1,676.00. Expected income next 30 days: USD 1,616.12. Salary temporarily reduced to USD 1,731.60/month per employer message. Decision: Full payment of USD 1,017.60 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_178,2938.1,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,none,"Balance: EUR 7,959.30 (min required: EUR 1,400.00; headroom: EUR 6,559.30). Committed outflows next 30 days: EUR 1,474.74. Expected income next 30 days: EUR 1,835.71. Decision: Full payment is not safe today (safe amount: EUR 2,938.10). Installment plan: 2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54."
request_179,1985292.35,not_affordable,not_recommended,none,,none,"Balance: IDR 79,388,050.00 (min required: IDR 41,430,800.00; headroom: IDR 37,957,250.00). Committed outflows next 30 days: IDR 33,810,876.61. Expected income next 30 days: IDR 45,115,696.19. Decision: Not affordable. Safe to pay only IDR 1,985,292.35 today, and the full IDR 41,648,000.00 does not become safe within the 90-day horizon."
request_180,54604.92,not_affordable,not_recommended,none,,none,"Balance: INR 134,980.00 (min required: INR 37,300.00; headroom: INR 97,680.00). Committed outflows next 30 days: INR 60,462.70. Expected income next 30 days: INR 53,693.16. Salary temporarily reduced to INR 59,000.00/month per employer message. Next salary expected on 2026-07-15. Decision: Not affordable. Safe to pay only INR 54,604.92 today, and the full INR 66,500.00 does not become safe within the 90-day horizon."
request_181,24.06,not_affordable,not_recommended,none,,none,"Balance: USD 3,362.00 (min required: USD 2,000.00; headroom: USD 1,362.00). Committed outflows next 30 days: USD 2,950.93. Expected income next 30 days: USD 5,057.25. Decision: Not affordable. Safe to pay only USD 24.06 today, and the full USD 5,059.20 does not become safe within the 90-day horizon."
request_182,65714.0,affordable_now,full_payment,2025-08-05:65714,2025-08-05,none,"Balance: ZAR 125,010.30 (min required: ZAR 31,100.00; headroom: ZAR 93,910.30). Committed outflows next 30 days: ZAR 38,615.04. Expected income next 30 days: ZAR 71,611.30. Decision: Full payment of ZAR 65,714.00 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_183,0.0,not_affordable,not_recommended,none,,none,"Balance: IDR 42,156,223.74 (min required: IDR 11,878,300.00; headroom: IDR 30,277,923.74). Committed outflows next 30 days: IDR 23,864,570.47. Expected income next 30 days: IDR 1,320.00. Decision: Not affordable. Safe to pay only IDR 0.00 today, and the full IDR 26,866,000.00 does not become safe within the 90-day horizon."
request_184,0.0,not_affordable,not_recommended,none,,none,"Balance: INR 163,160.00 (min required: INR 110,800.00; headroom: INR 52,360.00). Committed outflows next 30 days: INR 170,273.97. Expected income next 30 days: INR 1,584.00. Decision: Not affordable. Safe to pay only INR 0.00 today, and the full INR 251,900.00 does not become safe within the 90-day horizon."
request_185,0.0,not_affordable,not_recommended,none,,none,"Balance: EUR 2,083.40 (min required: EUR 1,300.00; headroom: EUR 783.40). Committed outflows next 30 days: EUR 1,878.58. Expected income next 30 days: EUR 1,562.00. Decision: Not affordable. Safe to pay only EUR 0.00 today, and the full EUR 1,257.30 does not become safe within the 90-day horizon."
request_186,4659.56,not_affordable,not_recommended,none,,none,"Balance: ZAR 44,863.50 (min required: ZAR 22,000.00; headroom: ZAR 22,863.50). Committed outflows next 30 days: ZAR 22,508.53. Expected income next 30 days: ZAR 30,838.14. Salary temporarily reduced to ZAR 31,889.00/month per employer message. Decision: Not affordable. Safe to pay only ZAR 4,659.56 today, and the full ZAR 26,554.00 does not become safe within the 90-day horizon."
request_187,40068.5,not_affordable,not_recommended,none,,none,"Balance: INR 195,735.00 (min required: INR 128,300.00; headroom: INR 67,435.00). Committed outflows next 30 days: INR 99,497.64. Expected income next 30 days: INR 137,983.14. Salary temporarily reduced to INR 145,000.00/month per employer message. Next salary expected on 2024-09-15. Decision: Not affordable. Safe to pay only INR 40,068.50 today, and the full INR 187,500.00 does not become safe within the 90-day horizon."
request_188,0.0,not_affordable,not_recommended,none,,none,"Balance: EUR 1,485.30 (min required: EUR 900.00; headroom: EUR 585.30). Committed outflows next 30 days: EUR 1,848.63. Expected income next 30 days: EUR 1,386.00. Decision: Not affordable. Safe to pay only EUR 0.00 today, and the full EUR 2,464.00 does not become safe within the 90-day horizon."
request_189,488.4,affordable_now,full_payment,2026-07-04:488.40,2026-07-04,none,"Balance: EUR 1,147.66 (min required: EUR 400.00; headroom: EUR 747.66). Committed outflows next 30 days: EUR 432.16. Expected income next 30 days: EUR 477.56. Next salary expected on 2026-07-15. Decision: Full payment of EUR 488.40 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_190,313.16,affordable_later,wait,2024-12-15:2557.50,2024-12-15,none,"Balance: EUR 3,155.80 (min required: EUR 1,600.00; headroom: EUR 1,555.80). Committed outflows next 30 days: EUR 2,946.05. Expected income next 30 days: EUR 6,875.92. Decision: Cannot safely pay EUR 2,557.50 today (safe amount now: EUR 313.16). Full payment becomes safe on 2024-12-15."
request_191,664.4,affordable_now,full_payment,2025-05-03:664.40,2025-05-03,none,"Balance: EUR 1,591.06 (min required: EUR 500.00; headroom: EUR 1,091.06). Committed outflows next 30 days: EUR 574.01. Expected income next 30 days: EUR 814.00. Decision: Full payment of EUR 664.40 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_192,8.2,not_affordable,not_recommended,none,,none,"Balance: USD 1,384.80 (min required: USD 1,000.00; headroom: USD 384.80). Committed outflows next 30 days: USD 1,043.96. Expected income next 30 days: USD 2,000.25. Decision: Not affordable. Safe to pay only USD 8.20 today, and the full USD 2,046.00 does not become safe within the 90-day horizon."
request_193,0.0,not_affordable,not_recommended,none,,none,"Balance: EUR 1,310.62 (min required: EUR 1,000.00; headroom: EUR 310.62). Committed outflows next 30 days: EUR 1,530.78. Expected income next 30 days: EUR 1,750.32. Salary temporarily reduced to EUR 1,750.32/month per employer message. Decision: Not affordable. Safe to pay only EUR 0.00 today, and the full EUR 1,212.20 does not become safe within the 90-day horizon."
request_194,0.0,not_affordable,not_recommended,none,,none,"Balance: INR 208,630.00 (min required: INR 113,600.00; headroom: INR 95,030.00). Committed outflows next 30 days: INR 141,829.38. Expected income next 30 days: INR 137,000.00. Next salary expected on 2025-08-23. Decision: Not affordable. Safe to pay only INR 0.00 today, and the full INR 132,800.00 does not become safe within the 90-day horizon."
request_195,440.11,not_affordable,not_recommended,none,,none,"Balance: EUR 2,011.18 (min required: EUR 700.00; headroom: EUR 1,311.18). Committed outflows next 30 days: EUR 1,383.24. Expected income next 30 days: EUR 1,222.65. Salary temporarily reduced to EUR 1,222.65/month per employer message. Decision: Not affordable. Safe to pay only EUR 440.11 today, and the full EUR 1,170.40 does not become safe within the 90-day horizon."
request_196,762.3,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,"Balance: EUR 1,575.65 (min required: EUR 500.00; headroom: EUR 1,075.65). Committed outflows next 30 days: EUR 618.26. Expected income next 30 days: EUR 1,628.00. Decision: Full payment of EUR 762.30 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_197,0.0,not_affordable,not_recommended,none,,none,"Balance: IDR 96,081,218.26 (min required: IDR 26,245,900.00; headroom: IDR 69,835,318.26). Committed outflows next 30 days: IDR 46,159,692.82. Expected income next 30 days: IDR 21,004,500.00. Next salary expected on 2025-11-15. Decision: Not affordable. Safe to pay only IDR 0.00 today, and the full IDR 50,939,000.00 does not become safe within the 90-day horizon."
request_198,185800.0,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,"Balance: INR 395,190.00 (min required: INR 124,300.00; headroom: INR 270,890.00). Committed outflows next 30 days: INR 117,250.72. Expected income next 30 days: INR 176,000.00. Decision: Full payment of INR 185,800.00 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_199,23674000.0,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Balance: IDR 136,691,818.94 (min required: IDR 25,359,500.00; headroom: IDR 111,332,318.94). Committed outflows next 30 days: IDR 32,119,043.42. Expected income next 30 days: IDR 35,713,577.44. Decision: Full payment is not safe today (safe amount: IDR 23,674,000.00). Installment plan: 2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67."
request_200,21717000.0,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,"Balance: IDR 53,886,150.00 (min required: IDR 20,114,600.00; headroom: IDR 33,771,550.00). Committed outflows next 30 days: IDR 18,832,785.66. Expected income next 30 days: IDR 29,698,867.12. Decision: Full payment of IDR 21,717,000.00 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_201,23997000.0,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,"Balance: IDR 77,973,400.00 (min required: IDR 17,304,500.00; headroom: IDR 60,668,900.00). Committed outflows next 30 days: IDR 15,810,739.18. Expected income next 30 days: IDR 16,257,294.38. Decision: Full payment of IDR 23,997,000.00 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_202,123900.0,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,"Balance: INR 366,065.00 (min required: INR 147,800.00; headroom: INR 218,265.00). Committed outflows next 30 days: INR 173,260.45. Expected income next 30 days: INR 172,623.22. Decision: Full payment of INR 123,900.00 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Balance: EUR 8,327.38 (min required: EUR 1,400.00; headroom: EUR 6,927.38). Committed outflows next 30 days: EUR 2,157.25. Expected income next 30 days: EUR 2,414.57. Decision: Full payment is not safe today (safe amount: EUR 1,442.10). Installment plan: 2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93."
request_204,0.0,not_affordable,not_recommended,none,,none,"Balance: EUR 2,626.28 (min required: EUR 1,300.00; headroom: EUR 1,326.28). Committed outflows next 30 days: EUR 2,166.47. Expected income next 30 days: EUR 2,024.00. Salary temporarily reduced to EUR 2,024.00/month per employer message. Next salary expected on 2026-01-15. Decision: Not affordable. Safe to pay only EUR 0.00 today, and the full EUR 588.74 does not become safe within the 90-day horizon."
request_205,8338006.35,affordable_later,wait,2024-03-15:10621000,2024-03-15,none,"Balance: IDR 31,462,900.00 (min required: IDR 13,994,300.00; headroom: IDR 17,468,600.00). Committed outflows next 30 days: IDR 19,998,727.79. Expected income next 30 days: IDR 35,798,640.23. Decision: Cannot safely pay IDR 10,621,000.00 today (safe amount now: IDR 8,338,006.35). Full payment becomes safe on 2024-03-15."
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Balance: EUR 5,231.14 (min required: EUR 900.00; headroom: EUR 4,331.14). Committed outflows next 30 days: EUR 484.04. Expected income next 30 days: EUR 1,413.05. Decision: Full payment is not safe today (safe amount: EUR 1,404.70). Installment plan: 2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96."
request_207,2446.63,affordable_later,wait,2026-07-15:11830,2026-07-15,none,"Balance: ZAR 26,729.60 (min required: ZAR 13,600.00; headroom: ZAR 13,129.60). Committed outflows next 30 days: ZAR 13,886.76. Expected income next 30 days: ZAR 41,279.54. Decision: Cannot safely pay ZAR 11,830.00 today (safe amount now: ZAR 2,446.63). Full payment becomes safe on 2026-07-15."
request_208,1331408.02,not_affordable,not_recommended,none,,none,"Balance: IDR 16,928,800.00 (min required: IDR 10,470,700.00; headroom: IDR 6,458,100.00). Committed outflows next 30 days: IDR 14,183,294.01. Expected income next 30 days: IDR 13,632,104.12. Decision: Not affordable. Safe to pay only IDR 1,331,408.02 today, and the full IDR 4,413,000.00 does not become safe within the 90-day horizon."
request_209,1547.46,not_affordable,not_recommended,none,,none,"Balance: ZAR 27,025.10 (min required: ZAR 18,400.00; headroom: ZAR 8,625.10). Committed outflows next 30 days: ZAR 15,013.78. Expected income next 30 days: ZAR 52,906.98. Decision: Not affordable. Safe to pay only ZAR 1,547.46 today, and the full ZAR 56,914.00 does not become safe within the 90-day horizon."
request_210,464.87,affordable_with_plan,partial_payment,2026-04-06:464.87|2026-05-15:895.15,2026-05-15,none,"Balance: USD 3,525.32 (min required: USD 2,000.00; headroom: USD 1,525.32). Committed outflows next 30 days: USD 2,195.90. Expected income next 30 days: USD 2,836.17. Decision: Pay USD 464.87 today; remaining balance due on 2026-05-15. Plan: 2026-04-06:464.87|2026-05-15:895.15."
request_211,183.92,affordable_later,wait,2024-09-15:1788.60,2024-09-15,none,"Balance: EUR 2,727.89 (min required: EUR 1,500.00; headroom: EUR 1,227.89). Committed outflows next 30 days: EUR 1,717.72. Expected income next 30 days: EUR 3,752.92. Decision: Cannot safely pay EUR 1,788.60 today (safe amount now: EUR 183.92). Full payment becomes safe on 2024-09-15."
request_212,0.0,not_affordable,not_recommended,none,,none,"Balance: IDR 51,923,800.00 (min required: IDR 29,579,800.00; headroom: IDR 22,344,000.00). Committed outflows next 30 days: IDR 33,424,588.49. Expected income next 30 days: IDR 33,440,000.00. Next salary expected on 2025-02-23. Decision: Not affordable. Safe to pay only IDR 0.00 today, and the full IDR 71,934,000.00 does not become safe within the 90-day horizon."
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"Balance: USD 12,051.94 (min required: USD 2,100.00; headroom: USD 9,951.94). Committed outflows next 30 days: USD 2,735.77. Expected income next 30 days: USD 2,855.15. Decision: Full payment is not safe today (safe amount: USD 3,362.40). Installment plan: 2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63."
request_214,0.0,not_affordable,not_recommended,none,,none,"Balance: INR 292,180.00 (min required: INR 174,900.00; headroom: INR 117,280.00). Committed outflows next 30 days: INR 259,892.21. Decision: Not affordable. Safe to pay only INR 0.00 today, and the full INR 69,750.00 does not become safe within the 90-day horizon."
request_215,29986.0,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Balance: ZAR 93,951.16 (min required: ZAR 15,700.00; headroom: ZAR 78,251.16). Committed outflows next 30 days: ZAR 16,291.73. Expected income next 30 days: ZAR 20,640.79. Decision: Full payment is not safe today (safe amount: ZAR 29,986.00). Installment plan: 2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15."
request_216,265.64,not_affordable,not_recommended,none,,none,"Balance: USD 2,966.80 (min required: USD 1,800.00; headroom: USD 1,166.80). Committed outflows next 30 days: USD 1,493.58. Expected income next 30 days: USD 1,681.02. Next salary expected on 2026-07-15. Decision: Not affordable. Safe to pay only USD 265.64 today, and the full USD 3,332.40 does not become safe within the 90-day horizon."
request_217,14481.32,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-03-15,none,"Balance: ZAR 58,401.97 (min required: ZAR 26,800.00; headroom: ZAR 31,601.97). Committed outflows next 30 days: ZAR 37,619.87. Expected income next 30 days: ZAR 85,302.86. Decision: Full payment is not safe today (safe amount: ZAR 14,481.32). Installment plan: 2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07."
request_218,21139667.28,not_affordable,not_recommended,none,,none,"Balance: IDR 72,419,614.80 (min required: IDR 34,477,200.00; headroom: IDR 37,942,414.80). Committed outflows next 30 days: IDR 28,910,116.95. Expected income next 30 days: IDR 96,008,035.05. Decision: Not affordable. Safe to pay only IDR 21,139,667.28 today, and the full IDR 61,142,000.00 does not become safe within the 90-day horizon."
request_219,614.44,not_affordable,not_recommended,none,,none,"Balance: EUR 2,815.51 (min required: EUR 1,100.00; headroom: EUR 1,715.51). Committed outflows next 30 days: EUR 1,600.66. Expected income next 30 days: EUR 1,914.00. Salary temporarily reduced to EUR 1,914.00/month per employer message. Next salary expected on 2026-04-15. Decision: Not affordable. Safe to pay only EUR 614.44 today, and the full EUR 1,673.10 does not become safe within the 90-day horizon."
request_220,0.0,not_affordable,not_recommended,none,,none,"Balance: EUR 1,487.32 (min required: EUR 1,100.00; headroom: EUR 387.32). Committed outflows next 30 days: EUR 1,446.50. Expected income next 30 days: EUR 1,322.04. Salary temporarily reduced to EUR 1,346.40/month per employer message. Decision: Not affordable. Safe to pay only EUR 0.00 today, and the full EUR 3,118.50 does not become safe within the 90-day horizon."
request_221,109800.0,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,"Balance: INR 268,305.00 (min required: INR 81,500.00; headroom: INR 186,805.00). Committed outflows next 30 days: INR 115,944.88. Expected income next 30 days: INR 113,445.41. Decision: Full payment of INR 109,800.00 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_222,34078.0,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,"Balance: ZAR 118,101.70 (min required: ZAR 27,300.00; headroom: ZAR 90,801.70). Committed outflows next 30 days: ZAR 22,437.27. Expected income next 30 days: ZAR 19,419.50. Decision: Full payment of ZAR 34,078.00 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_223,872.15,affordable_with_plan,full_payment,2024-09-07:898.70,2024-09-15,reduce_to:event_20503:18.50|reduce_to:event_20510:32.27,"Balance: EUR 2,255.51 (min required: EUR 800.00; headroom: EUR 1,455.51). Committed outflows next 30 days: EUR 1,097.18. Expected income next 30 days: EUR 2,618.00. Decision: Affordable with plan. Payment plan: 2024-09-07:898.70. Spending changes required to cover shortfall (saves EUR 26.55/month)."
request_224,0.0,not_affordable,not_recommended,none,,none,"Balance: IDR 49,969,400.00 (min required: IDR 22,187,600.00; headroom: IDR 27,781,800.00). Committed outflows next 30 days: IDR 42,201,886.61. Expected income next 30 days: IDR 33,663,323.09. Decision: Not affordable. Safe to pay only IDR 0.00 today, and the full IDR 10,327,000.00 does not become safe within the 90-day horizon."
request_225,5511586.58,not_affordable,not_recommended,none,,none,"Balance: IDR 35,791,159.60 (min required: IDR 17,670,700.00; headroom: IDR 18,120,459.60). Committed outflows next 30 days: IDR 24,282,291.05. Expected income next 30 days: IDR 24,890,000.00. Decision: Not affordable. Safe to pay only IDR 5,511,586.58 today, and the full IDR 22,059,000.00 does not become safe within the 90-day horizon."
request_226,157000.0,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,"Balance: INR 581,180.00 (min required: INR 209,400.00; headroom: INR 371,780.00). Committed outflows next 30 days: INR 205,519.10. Expected income next 30 days: INR 499,981.67. Salary temporarily reduced to INR 260,000.00/month per employer message. Decision: Full payment of INR 157,000.00 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_227,3631.39,not_affordable,not_recommended,none,,none,"Balance: INR 105,655.00 (min required: INR 62,900.00; headroom: INR 42,755.00). Committed outflows next 30 days: INR 53,603.94. Expected income next 30 days: INR 142,612.98. Decision: Not affordable. Safe to pay only INR 3,631.39 today, and the full INR 259,700.00 does not become safe within the 90-day horizon."
request_228,0.0,not_affordable,not_recommended,none,,none,"Balance: IDR 36,748,550.00 (min required: IDR 26,191,200.00; headroom: IDR 10,557,350.00). Committed outflows next 30 days: IDR 30,835,038.52. Expected income next 30 days: IDR 30,400,000.00. Salary temporarily reduced to IDR 30,400,000.00/month per employer message. Next salary expected on 2026-04-15. Decision: Not affordable. Safe to pay only IDR 0.00 today, and the full IDR 63,327,000.00 does not become safe within the 90-day horizon."
request_229,284.59,not_affordable,not_recommended,none,,none,"Balance: EUR 1,800.52 (min required: EUR 1,000.00; headroom: EUR 800.52). Committed outflows next 30 days: EUR 1,230.62. Expected income next 30 days: EUR 1,221.60. Decision: Not affordable. Safe to pay only EUR 284.59 today, and the full EUR 1,526.80 does not become safe within the 90-day horizon."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,"Balance: EUR 8,676.76 (min required: EUR 2,000.00; headroom: EUR 6,676.76). Committed outflows next 30 days: EUR 2,650.95. Expected income next 30 days: EUR 5,554.25. Salary temporarily reduced to EUR 2,827.00/month per employer message. Decision: Full payment of EUR 3,537.60 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_231,30572.19,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-15,none,"Balance: ZAR 84,590.59 (min required: ZAR 24,300.00; headroom: ZAR 60,290.59). Committed outflows next 30 days: ZAR 47,695.83. Expected income next 30 days: ZAR 84,596.78. Decision: Full payment is not safe today (safe amount: ZAR 30,572.19). Installment plan: 2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08."
request_232,0.0,not_affordable,not_recommended,none,,none,"Balance: EUR 4,269.40 (min required: EUR 2,400.00; headroom: EUR 1,869.40). Committed outflows next 30 days: EUR 3,549.45. Expected income next 30 days: EUR 2,772.00. Salary temporarily reduced to EUR 2,772.00/month per employer message. Next salary expected on 2024-06-15. Decision: Not affordable. Safe to pay only EUR 0.00 today, and the full EUR 1,970.10 does not become safe within the 90-day horizon."
request_233,0.0,not_affordable,not_recommended,none,,none,"Balance: IDR 19,341,300.00 (min required: IDR 10,365,700.00; headroom: IDR 8,975,600.00). Committed outflows next 30 days: IDR 17,605,728.08. Expected income next 30 days: IDR 8,773,070.90. Next salary expected on 2025-11-15. Decision: Not affordable. Safe to pay only IDR 0.00 today, and the full IDR 6,241,000.00 does not become safe within the 90-day horizon."
request_234,84.86,affordable_later,wait,2026-09-15:1213.30,2026-09-15,none,"Balance: EUR 1,274.25 (min required: EUR 700.00; headroom: EUR 574.25). Committed outflows next 30 days: EUR 614.04. Expected income next 30 days: EUR 913.00. Decision: Cannot safely pay EUR 1,213.30 today (safe amount now: EUR 84.86). Full payment becomes safe on 2026-09-15."
request_235,434.7,not_affordable,not_recommended,none,,none,"Balance: USD 2,086.28 (min required: USD 700.00; headroom: USD 1,386.28). Committed outflows next 30 days: USD 1,168.69. Expected income next 30 days: USD 935.00. Decision: Not affordable. Safe to pay only USD 434.70 today, and the full USD 967.20 does not become safe within the 90-day horizon."
request_236,4210313.31,not_affordable,not_recommended,none,,none,"Balance: IDR 31,173,450.00 (min required: IDR 16,768,600.00; headroom: IDR 14,404,850.00). Committed outflows next 30 days: IDR 17,993,777.94. Expected income next 30 days: IDR 22,420,000.00. Decision: Not affordable. Safe to pay only IDR 4,210,313.31 today, and the full IDR 52,383,000.00 does not become safe within the 90-day horizon."
request_237,23826000.0,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,"Balance: IDR 100,824,550.00 (min required: IDR 22,431,500.00; headroom: IDR 78,393,050.00). Committed outflows next 30 days: IDR 19,376,493.24. Expected income next 30 days: IDR 27,249,559.44. Decision: Full payment of IDR 23,826,000.00 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Balance: USD 1,882.07 (min required: USD 700.00; headroom: USD 1,182.07). Committed outflows next 30 days: USD 745.83. Expected income next 30 days: USD 1,674.43. Salary temporarily reduced to USD 912.00/month per employer message. Decision: Full payment is not safe today (safe amount: USD 663.60). Installment plan: 2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05."
request_239,642.0,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,"Balance: USD 1,988.90 (min required: USD 600.00; headroom: USD 1,388.90). Committed outflows next 30 days: USD 555.29. Expected income next 30 days: USD 1,899.50. Decision: Full payment of USD 642.00 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_240,0.0,not_affordable,not_recommended,none,,none,"Balance: INR 92,720.00 (min required: INR 52,800.00; headroom: INR 39,920.00). Committed outflows next 30 days: INR 70,268.52. Expected income next 30 days: INR 59,226.02. Salary temporarily reduced to INR 62,000.00/month per employer message. Next salary expected on 2026-01-15. Decision: Not affordable. Safe to pay only INR 0.00 today, and the full INR 101,200.00 does not become safe within the 90-day horizon."
request_241,21052000.0,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Balance: IDR 90,172,322.14 (min required: IDR 19,252,000.00; headroom: IDR 70,920,322.14). Committed outflows next 30 days: IDR 23,115,780.66. Expected income next 30 days: IDR 22,898,788.56. Decision: Full payment is not safe today (safe amount: IDR 21,052,000.00). Installment plan: 2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67."
request_242,0.0,not_affordable,not_recommended,none,,none,"Balance: EUR 1,037.40 (min required: EUR 600.00; headroom: EUR 437.40). Committed outflows next 30 days: EUR 985.70. Expected income next 30 days: EUR 496.04. Next salary expected on 2025-08-15. Decision: Not affordable. Safe to pay only EUR 0.00 today, and the full EUR 1,966.80 does not become safe within the 90-day horizon."
request_243,17468.0,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"Balance: ZAR 47,470.40 (min required: ZAR 19,900.00; headroom: ZAR 27,570.40). Committed outflows next 30 days: ZAR 17,672.11. Expected income next 30 days: ZAR 47,960.00. Decision: Full payment of ZAR 17,468.00 is safe today. Balance remains above minimum throughout the 90-day forecast."
